sentence_id,sentence,source_title,year,venue,citation_count,fields,climate_score,entities,relations,annotated
s0192_01709,We also applied the algorithm to investigate the response of corals during and after a bleaching event in the Wadi ElGemal region (Egypt) from July to December 2020.,Remotely sensing coral bleaching in the Red Sea,2025.0,Remote Sensing in Ecology and Conservation,1,Environmental Science,1,,,False
s0362_03307,"The expansion of arid ecosystems is linked to a decline in C and nutrient stocks, plant community biomass and diversity, thereby diminishing the capacity for recovery and maintaining adequate wateruse efficiency by plants and microbes.","Impact of aridity rise and arid lands expansion on carbon‐storing capacity, biodiversity loss, and ecosystem services",2024.0,Global Change Biology,97,"Medicine, Environmental Science",1,,,False
s0407_03764,"We map these transboundary range shifts globally, identifying borders across which international coordination might most benefit conservation and where physical border barriers, such as walls and fences, may be an overlooked obstacle to climate adaptation.",Global inequities and political borders challenge nature conservation under climate change,2021.0,Proceedings of the National Academy of Sciences of the United States of America,82,"Medicine, Environmental Science, Political Science",1,,,False
s0329_02955,"The data collected in the field, combined with the results obtained in the laboratory, will provide a snapshot of the seasonal activity of the microbial communities present in the permafrosts active layer.",PRA Melting-ICE Project: Svalbard 2022 Expeditions Report,2024.0,Open Research Europe,0,"Medicine, Environmental Science",1,,,False
s0527_04793,"However, the impacts of extreme weather events have been uneven and devastating in developing countries largely because of lack of resources, weak adaptive capacity and large dependency on climate sensitive livelihoods.","A review on extreme weather events and livelihood in Odisha, India",2021.0,Mausam,22,"Environmental Science, Geography, Economics",1,,,False
s0079_00677,"We observed reduced light intensities and a changed spectral composition in glacial meltwater plumes, potentially resulting in an upward shift of the lower depth limit of kelp, counteracting the predicted biomass increase in the Arctic.",Glacial retreat and rising temperatures are limiting the expansion of temperate kelp species in the future Arctic,2023.0,Limnology and Oceanography,21,Environmental Science,1,,,False
s0172_01526,"Fairness, efficiency and transaction cost issues in the design of REDD+ mechanisms were readily recognized by local stakeholders, who converged on an equal allocation to short-term efficiency (emission reduction activities) and long-term fairness (alternative livelihood development).",Implications of uncertainty and scale in carbon emission estimates on locally appropriate designs to reduce emissions from deforestation and degradation (REDD+),2013.0,Mitigation and Adaptation Strategies for Global Change,25,"Environmental Science, Environmental Science, Economics",1,,,False
s0342_03060,About 29 x 106 km3 are locked up in land ice and glaciers and some 15 x 106 km3 are estimated to exist as groundwater.,The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",1,,,False
s0104_00874,"To address this shortcoming, we present an analysis of meteorological conditions and ablation for Universidad Glacier, one of the largest valley glaciers in the central Andes of Chile at the head of the Tinguiririca River, for the 20092010 ablation season.","Assessing glacier melt contribution to streamflow at Universidad Glacier, central Andes of Chile",2017.0,,40,"Environmental Science, Environmental Science",1,,,False
s0224_02016,"In particular, we assessed the effect of nitrogen enrichment or DINUT depletion (both in nitrogen and in phosphorus) on the assimilation of heterotrophic nutrients and on the heatstress tolerance of the reefbuilding coral Stylophora pistillata.",Nutrient starvation impairs the trophic plasticity of reef‐building corals under ocean warming,2019.0,Functional Ecology,36,"Biology, Environmental Science, Biology",1,,,False
s0232_02099,These findings demonstrated the capacity of some populations of LBF to acclimate to local conditions; nonetheless improvements in local water quality can ultimately ameliorate effects of climate change in local LBF populations.,Variation in sensitivity of large benthic Foraminifera to the combined effects of ocean warming and local impacts,2017.0,Scientific Reports,56,"Environmental Science, Medicine, Environmental Science",1,,,False
s0573_05212,Those coupled changes have profound implications for the predictions of the carbon and water cycles.,Coupling between the terrestrial carbon and water cycles—a review,2019.0,Environmental Research Letters,241,"Environmental Science, Physics, Environmental Science",1,,,False
s0121_01034,"Our analysis indicates that national REDD+ payments attenuated the effect of increases in gold prices, an internationally traded commodity that is the primary deforestation driver in Guyana.","Evidence that a national REDD+ program reduces tree cover loss and carbon emissions in a high forest cover, low deforestation country",2019.0,Proceedings of the National Academy of Sciences of the United States of America,83,"Environmental Science, Medicine, Environmental Science, Economics",1,,,False
s0585_05309,"Overall, our analysis offers a refined view on recent carbon cycle variability and extremes in North America.",Large‐Scale Droughts Responsible for Dramatic Reductions of Terrestrial Net Carbon Uptake Over North America in 2011 and 2012,2018.0,Journal of Geophysical Research: Biogeosciences,46,"Environmental Science, Environmental Science",1,,,False
s0350_03193,We found that recent climate change is likely (probability >66%) to have exacerbated the impacts of HLF in 120 (18.5%) ecoregions.,A global assessment of current and future biodiversity vulnerability to habitat loss–climate change interactions,2016.0,,203,"Geography, Environmental Science, Biology",1,,,False
s0229_02062,"While resilient coral reefs can recover from these impacts as has been documented in coral reefs throughout the tropical Indo-Pacific, no similar reef-wide recovery has ever been reported for the Caribbean.","Managing Recovery Resilience in Coral Reefs Against Climate-Induced Bleaching and Hurricanes: A 15 Year Case Study From Bonaire, Dutch Caribbean",2019.0,Frontiers in Marine Science,79,"Geography, Environmental Science",1,,,False
s0156_01362,This study quantified post-deforestation land use across the tropics for the period 19902000.,Tropical deforestation drivers and associated carbon emission factors derived from remote sensing data,2019.0,Environmental Research Letters,73,"Physics, Environmental Science, Environmental Science",1,,,False
s0023_00206,"Results indicate that overtopping is likely to occur with 0.6  0.2 m of sealevel rise, with more severe, widespread flooding with 0.9  0.2 m of sealevel rise.",Land raising as a solution to sea‐level rise: An analysis of coastal flooding on an artificial island in the Maldives,2019.0,Journal of Flood Risk Management,46,"Environmental Science, Environmental Science, Geography",1,,,False
s0055_00486,This study attempts to highlight the current and potential impacts of sea level rise in several high risk coastal areas of Malaysia.,Current and potential impacts of sea level rise in the coastal areas of Malaysia,2019.0,IOP Conference Series: Earth and Environment,58,"Physics, Geography, Environmental Science, Geography",1,,,False
s0021_00190,Our method developed for the Italian coast can be applied worldwide in other coastal areas expected to be affected by marine ingression due to global climate change.,Sea-level rise and potential drowning of the Italian coastal plains: Flooding risk scenarios for 2100,2017.0,,176,"Geology, Environmental Science, Geography",1,,,False
s0208_01871,"Coral bleaching is caused by a combination of heat and light anomalies and therefore fewer corals should bleach in areas where either heat or light anomalies are ameliorated, such as in turbid waters or at depth.",A decline in bleaching suggests that depth can provide a refuge from global warming in most coral taxa,2018.0,Marine Ecology Progress Series,91,"Environmental Science, Environmental Science",1,,,False
s0002_00028,"Under high emissions, CoastalDEM indicates up to 630 M people live on land below projected annual flood levels for 2100, and up to 340 M for mid-century, versus roughly 250 M at present.",New elevation data triple estimates of global vulnerability to sea-level rise and coastal flooding,2019.0,Nature Communications,1037,"Environmental Science, Medicine, Environmental Science",1,,,False
s0544_04944,"Deaths due to extreme precipitation and tropical cyclones declined over time, whereas increasing trend was observed for lightning, and extreme temperature conditions.","Extreme weather events induced deaths in India 2001–2014: Trends and differentials by region, sex and age group",2018.0,Weather and Climate Extremes,57,"Geography, Environmental Science",1,,,False
s0476_04380,We combined field measurements and radiocarbon dating of CH4 ebullition with (a) an assessment of lake area changes delineated from high-resolution (12.5 m) optical imagery and (b) geophysical measurements of thaw bulbs (taliks) to determine the spatiotemporal dynamics of hotspot-seep CH4 ebullition in interior Alaska thermokarst lakes.,Decadal-scale hotspot methane ebullition within lakes following abrupt permafrost thaw,2020.0,Environmental Research Letters,40,"Physics, Environmental Science, Environmental Science, Geology",1,,,False
s0293_02622,"Sciencemanagement partnerships can effectively incorporate evolving science, regardless of the socio-political environment, and facilitate timely progress in adaptation to climate change.","Developing and implementing climate change adaptation options in forest ecosystems: a case study in southwestern Oregon, USA",2016.0,,15,Environmental Science,1,,,False
s0540_04909,Residual losses (after risk reduction and adaptation) from extreme weather have not yet been attributed to anthropogenic climate change.,Observed and Projected Impacts from Extreme Weather Events: Implications for Loss and Damage,2018.0,Loss and Damage from Climate Change,113,"Environmental Science, Environmental Science",1,,,False
s0059_00521,"Results also indicate that as sea level rises, coastal lands are exposed to higher flood depths and water velocities.",Modeling multiple sea level rise stresses reveals up to twice the land at risk compared to strictly passive flooding methods,2018.0,Scientific Reports,95,"Medicine, Environmental Science, Environmental Science",1,,,False
s0059_00522,"The prevalence of low-lying coastal plains leads to a rapid increase in land exposure to hazards when sea level exceeds a critical elevation of ~0.3 or 0.6 m, depending on location.",Modeling multiple sea level rise stresses reveals up to twice the land at risk compared to strictly passive flooding methods,2018.0,Scientific Reports,95,"Medicine, Environmental Science, Environmental Science",1,,,False
s0222_02001,The sugar addition resulted in coral symbiotic breakdown accompanied by a fourfold increase of coralassociated microbial nitrogen fixation.,Sugar enrichment provides evidence for a role of nitrogen fixation in coral bleaching,2017.0,Global Change Biology,126,"Medicine, Biology, Biology, Environmental Science",1,,,False
s0155_01353,"Furthermore, total ecosystem C (TEC) stocks of pristine mangroves can significantly vary spatially.","The impacts of degradation, deforestation and restoration on mangrove ecosystem carbon stocks across Cambodia.",2019.0,Science of the Total Environment,99,"Environmental Science, Medicine, Environmental Science",1,,,False
s0153_01332,"Baselines were developed for emissions from felling, skidding and transport of timber and then ejidos were compared with respect to whether they were Forest Stewardship Council (FSC) certified, size of annual cutting area, logging intensity, and implementation of RIL practices, particularly directional felling, skid trail planning, and the use of small modified agricultural tractors instead of large forestry skidders.","Reduced-impact logging practices reduce forest disturbance and carbon emissions in community managed forests on the Yucatán Peninsula, Mexico",2019.0,Forest Ecology and Management,39,"Environmental Science, Environmental Science",1,,,False
s0337_03006,"For the restored regions (representing 20% of Australia), the averaged surface temperature increase was 3.2 °C which is 0.82 °C cooler compared to agricultural landscapes.",More than carbon sequestration: Biophysical climate benefits of restored savanna woodlands,2016.0,Scientific Reports,49,"Medicine, Environmental Science, Environmental Science",1,,,False
s0286_02562,"Bitumen mining in the Alberta oil sands region of western Canada requires reclamation to equivalent land capability, implying establishment of vegetation similar to undisturbed boreal ecosystems.",Projected climate change effects on Alberta's boreal forests imply future challenges for oil sands reclamation,2019.0,Restoration Ecology,10,"Environmental Science, Environmental Science",1,,,False
s0432_03988,"The magnitude of the summertime modeled CH4 emissions is comparable to ground-based CH4 fluxes measured with the eddy covariance technique and flux chambers in the same area of study, whereas wintertime modeled values are underestimated by 1 order of magnitude.",Year-round simulated methane emissions from a permafrost ecosystem in Northeast Siberia,2017.0,,16,"Environmental Science, Environmental Science",1,,,False
s0055_00493,"Thus, proper adaptation measures are necessary in order to reduce the adverse impacts and economic costs of sea level rise in Malaysia.",Current and potential impacts of sea level rise in the coastal areas of Malaysia,2019.0,IOP Conference Series: Earth and Environment,58,"Physics, Geography, Environmental Science, Geography",1,,,False
s0003_00036,"We find that regions with limited water-level variability, i.e., short-tailed flood-level distributions, located mainly in the Tropics, will experience the largest increases in flooding frequency.",Doubling of coastal flooding frequency within decades due to sea-level rise,2017.0,Scientific Reports,725,"Environmental Science, Medicine, Environmental Science",1,,,False
s0158_01387,"We suggest that recent legislation and policy in Indonesia could provide a means of meaningful emission reductions if focused on revised landuse planning, PSF conservation both inside and outside agricultural concessions, and the development of agricultural practices based on rehabilitating peatland hydrological function.",Carbon emissions from South‐East Asian peatlands will increase despite emission‐reduction schemes,2018.0,Global Change Biology,90,"Environmental Science, Medicine, Environmental Science",1,,,False
s0392_03607,"Here, the contribution of these two factors to the extinction risk of narrowly distributed species (with ranges smaller than 10,000 km2) of seed plants endemic to a fifth-order watershed in Brazil (microendemics) is assessed.",Extinction risk of narrowly distributed species of seed plants in Brazil due to habitat loss and climate change,2019.0,PeerJ,46,"Geography, Medicine, Environmental Science",1,,,False
s0064_00559,The exposure and vulnerability to flooding due to storm surge and SLR are particularly higher in the developing countries with densely populated low-lying coastal areas.,Storm surge and sea level rise: Threat to the coastal areas of Bangladesh,2019.0,Extreme Hydroclimatic Events and Multivariate Hazards in a Changing Environment,15,"Geography, Environmental Science, Geography",1,,,False
s0497_04574,"Overall, our findings demonstrate how event characteristics and short-term socio-political context can play a critical role in determining the lenses through which climate change is viewed.",Characterising climate change discourse on social media during extreme weather events,2019.0,Global Environmental Change,86,"History, Environmental Science, Sociology",1,,,False
s0167_01477,Future research should focus on understanding the observed species-specific biomass gain and identifying its potential drivers.,Carbon sink despite large deforestation in African tropical dry forests (miombo woodlands),2018.0,Environmental Research Letters,42,"Physics, Environmental Science, Environmental Science",1,,,False
s0288_02578,"Most wildfires burned in warm and dry soils, but the analysis of pre-fire conditions differed among seasons.",Surface moisture and temperature trends anticipate drought conditions linked to wildfire activity in the Iberian Peninsula,2016.0,,23,"Geography, Environmental Science",1,,,False
s0350_03192,"We compiled an integrated global database of past, current and future climate variables and past vegetation loss to identify ecoregions where (i) past climate change is most likely to have exacerbated the impacts of HLF, and (ii) forecasted climate change is most likely to exacerbate the impacts of HLF in the future.",A global assessment of current and future biodiversity vulnerability to habitat loss–climate change interactions,2016.0,,203,"Geography, Environmental Science, Biology",1,,,False
s0064_00563,"Finally, an ecosystem-based approach has the potential to mitigate the twin threats of SLR and TC in a difficult biophysical and socioeconomic setting like that of coastal areas of Bangladesh.",Storm surge and sea level rise: Threat to the coastal areas of Bangladesh,2019.0,Extreme Hydroclimatic Events and Multivariate Hazards in a Changing Environment,15,"Geography, Environmental Science, Geography",1,,,False
s0056_00499,The transgression of coastal forest and shrub or marsh ecosystems is an ecological ratchet: sea-level rise pushes the regeneration boundary further into the forest while extreme events move the persistence boundary up to the regeneration boundary.,Sea-level rise and storm surges structure coastal forests into persistence and regeneration niches,2019.0,PLoS ONE,51,"Medicine, Environmental Science, Environmental Science",1,,,False
s0554_05050,"Hence, this article reviews the requirements of data assimilation systems on observations and provides a non-exhaustive overview of current observations and their uncertainties for use in terrestrial carbon cycle data assimilation.",Reviews and syntheses: Systematic Earth observations for use in terrestrial carbon cycle data assimilation systems,2017.0,,72,"Environmental Science, Environmental Science, Geology",1,,,False
s0229_02067,Beginning with our first exploratory study in 2002 until 2007 coral was abundant (45% cover) and macroalgae were rare (6% cover).,"Managing Recovery Resilience in Coral Reefs Against Climate-Induced Bleaching and Hurricanes: A 15 Year Case Study From Bonaire, Dutch Caribbean",2019.0,Frontiers in Marine Science,79,"Geography, Environmental Science",1,,,False
s0073_00631,Here we present hydrographic measurements along the terminus of a major retreating tidewater outlet glacier from Flade Isblink Ice Cap.,Sea ice breakup and marine melt of a retreating tidewater outlet glacier in northeast Greenland (81°N),2017.0,Scientific Reports,31,"Geology, Medicine, Environmental Science, Geology",1,,,False
s0558_05081,"However, it is not well understood how likely it is for an ecosystem to recover to an alternative state and how long it takes to recover toward a stable state.",Recovery time and state change of terrestrial carbon cycle after disturbance,2017.0,,66,"Environmental Science, Physics, Environmental Science",1,,,False
s0332_02975,"Here we show that this pattern is driven mostly by natural decadal variability, but that greenhouse gas (GHG) forcing erodes the pattern and degrades the natural barrier along the U.S. coast.",Past and Future Hurricane Intensity Change along the U.S. East Coast,2019.0,Scientific Reports,88,"Medicine, Environmental Science, Environmental Science",1,,,False
s0381_03514,"Hence, we stress the importance of incorporating genomic data and landscape connectivity in climate change vulnerability assessments and conservation management.",Considering adaptive genetic variation in climate change vulnerability assessment reduces species range loss projections,2019.0,Proceedings of the National Academy of Sciences of the United States of America,380,"Biology, Medicine, Environmental Science, Biology",1,,,False
s0503_04613,"Resilience to increasingly frequent extreme weather events from climate change is of concern in many industries, especially those in the agricultural sector.",Building organizational resilience through sensemaking: The case of climate change and extreme weather events,2018.0,Business Strategy and the Environment,69,"Sociology, Environmental Science, Agricultural and Food Sciences, Business",1,,,False
s0121_01030,"In 2009, the countries of Norway and Guyana entered into one of the first bilateral REDD+ programs, with Norway offering to pay US$250 million to Guyana if annual deforestation rates remained below 0.056% from 2010 to 2015.","Evidence that a national REDD+ program reduces tree cover loss and carbon emissions in a high forest cover, low deforestation country",2019.0,Proceedings of the National Academy of Sciences of the United States of America,83,"Environmental Science, Medicine, Environmental Science, Economics",1,,,False
s0281_02522,"The response of post-disturbance vegetation establishment to post-disturbance weather conditions, particularly to extreme weather, could therefore provide useful information about how forest communities will respond to climate change.",Post-fire forest regeneration shows limited climate tracking and potential for drought-induced type conversion.,2019.0,Ecology,78,"Environmental Science, Medicine, Environmental Science",1,,,False
s0168_01481,"We project that without new forest conservation policies 289 million hectares of tropical forest will be cleared from 20162050, releasing 169 GtCO2.","Cost-effectiveness of reducing emissions from tropical deforestation, 2016–2050",2017.0,,44,"Physics, Environmental Science, Environmental Science, Economics",1,,,False
s0320_02884,"Water-rich planets such as Earth are expected to become eventually uninhabitable, because liquid water turns unstable at the surface as temperatures increase with solar luminosity.",Transition to a Moist Greenhouse with CO2 and solar forcing,2016.0,Nature Communications,89,"Physics, Medicine, Environmental Science, Environmental Science, Physics",1,,,False
s0061_00539,"In the regenerative zone, both NDVI and NDWI values recover three years after a storm, while in the persistence zone the NDVI and NDWI values keep decreasing, possibly due to sea level rise causing vegetation stress.",Variations in Persistence and Regenerative Zones in Coastal Forests Triggered by Sea Level Rise and Storms,2019.0,Remote Sensing,25,"Computer Science, Environmental Science, Environmental Science",1,,,False
s0274_02477,"Furthermore, projected climate change generated a 20% increase in the number of extreme fire years (years with at least 40,000 ha burned).",Widespread severe wildfires under climate change lead to increased forest homogeneity in dry mixed‐conifer forests,2019.0,Ecosphere,54,"Environmental Science, Environmental Science",1,,,False
s0060_00527,"This study is a contribution to the implementation of flooding standards imposed by the European Directive 2007/60/EC, which requires each member state to assess the risk associated to SLR and floods caused by extreme events.",Coastal Flood Assessment due to Sea Level Rise and Extreme Storm Events: A Case Study of the Atlantic Coast of Portugal’s Mainland,2019.0,Géosciences,34,"Environmental Science, Environmental Science, Geography",1,,,False
s0342_03053,"Generally water vapour is well observed and analysed; however, there are considerable obstacles to observing precipitation, in particular over the oceans.",The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",1,,,False
s0287_02569,"Recent vulnerability assessments, conducted in diverse regions in the northwestern United States, indicate that many commonalities exist with respect to projected vulnerabilities to climate change.",Climate Change Vulnerabilities and Adaptation Options for Forest Vegetation Management in the Northwestern USA,2016.0,,36,"Geography, Environmental Science",1,,,False
s0504_04618,Weather extremes are the showcase of climate variability.,Defining Single Extreme Weather Events in a Climate Perspective,2018.0,Bulletin of The American Meteorological Society - (BAMS),51,"Geography, Environmental Science",1,,,False
s0130_01115,"Deforestation in the Brazilian Amazon increased between 2001 and 2004 and declined substantially afterwards, whereas deforestation in the Bolivian Amazon, the Colombian Amazon, and the Peruvian Amazon increased over the study period.",Annual Carbon Emissions from Deforestation in the Amazon Basin between 2000 and 2010,2015.0,PLoS ONE,62,"Environmental Science, Medicine, Environmental Science",1,,,False
s0141_01220,"However, despite agricultural expansion being increasingly driven by foreign demand, the links between deforestation and foreign demand for agricultural commodities have only been partially mapped.",Agricultural and forestry trade drives large share of tropical deforestation emissions,2019.0,Global Environmental Change,460,"Environmental Science, Environmental Science, Economics, Agricultural and Food Sciences",1,,,False
s0108_00920,Snow accumulation in winter and summer seasons together control the glacier-wide mass balances as well as catchment-wide runoffs.,Snow and ice melt contributions in a highly glacierized catchment of Chhota Shigri Glacier (India) over the last five decades,2019.0,Journal of Hydrology,56,"Environmental Science, Environmental Science, Geography",1,,,False
s0553_05039,"Inversions and LSMs generally agree on the decrease and subsequent recovery of the land sink in response to the onset, peak and demise of El Nio conditions and point to the decreased strength of the land carbon sink: by 0.40.7 PgC yr1 (inversions) and by 1.0 PgC yr1 (LSMs) during 2015/2016.",Impact of the 2015/2016 El Niño on the terrestrial carbon cycle constrained by bottom-up and top-down approaches,2018.0,Philosophical Transactions of the Royal Society B: Biological Sciences,90,"Environmental Science, Medicine, Environmental Science",1,,,False
s0559_05095,"Overall, our meta-analysis suggested that N addition will increase soil C storage and plant C in both above- and below-ground parts, indicating that terrestrial ecosystems might act to strengthen as a C sink under increasing N deposition.",Stimulation of terrestrial ecosystem carbon storage by nitrogen addition: a meta-analysis,2016.0,Scientific Reports,168,"Chemistry, Medicine, Environmental Science",1,,,False
s0153_01335,"Most emissions were from the remnants of trees felled for their timber (73%), followed by skidding (11%), transport infrastructure (i.e. logging roads and landings; 8%), and collateral damage from felling (7%).","Reduced-impact logging practices reduce forest disturbance and carbon emissions in community managed forests on the Yucatán Peninsula, Mexico",2019.0,Forest Ecology and Management,39,"Environmental Science, Environmental Science",1,,,False
s0559_05091,"By synthesizing data from multiple terrestrial ecosystems, we quantified the response of C pools and fluxes to experimental N addition using a comprehensive meta-analysis method.",Stimulation of terrestrial ecosystem carbon storage by nitrogen addition: a meta-analysis,2016.0,Scientific Reports,168,"Chemistry, Medicine, Environmental Science",1,,,False
s0189_01682,Corals were genotyped with 2bRAD and profiled for algal symbiont abundance and type.,Role of host genetics and heat‐tolerant algal symbionts in sustaining populations of the endangered coral Orbicella faveolata in the Florida Keys with ocean warming,2019.0,Global Change Biology,130,"Medicine, Biology, Environmental Science, Biology",1,,,False
s0066_00583,Countering these potential losses will require both climate mitigation (a global response) to minimise sea-level rise and maximisation of accommodation space and sediment supply (a regional response) on low-lying coasts.,Global coastal wetland change under sea-level rise and related stresses: The DIVA Wetland Change Model,2016.0,,318,"Environmental Science, Environmental Science",1,,,False
s0233_02110,"The Antarctic sea-ice extent was second lowest on record for autumn, with the March extent being lowest on record.",Seasonal climate summary for the southern hemisphere (autumn 2017): the Great Barrier Reef experiences coral bleaching during El Niño–Southern Oscillation neutral conditions,2019.0,Journal of Southern Hemisphere Earth Systems Science,4,Environmental Science,1,,,False
s0086_00744,"After ruling out the regional temperature influence using partial correlation analysis, the TMD on both archipelagoes is statistically anti-correlated with regional late summer sea ice extent, linking land ice snowmelt dynamics to regional sea ice extent variations.",Recent ice cap snowmelt in Russian High Arctic and anti-correlation with late summer sea ice extent,2014.0,,22,"Physics, Environmental Science, Environmental Science",1,,,False
s0311_02803,"According to our simulation experiment, mobilization of this previously frozen C results in an estimated cumulative net source of 3.7 Pg C to the atmosphere since 1970 directly tied to active layer dynamics.",The impacts of recent permafrost thaw on land–atmosphere greenhouse gas exchange,2014.0,,97,"Environmental Science, Physics, Environmental Science",1,,,False
s0102_00858,The temperature inputs affect not only the timing of discharge but also the total water yield.,The influence of precipitation and temperature input schemes on hydrological simulations of a snow and glacier melt dominated basin in Northwest China,2013.0,,14,"Geology, Environmental Science",1,,,False
s0342_03054,The response of the hydrological cycle to global warming is far reaching.,The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",1,,,False
s0103_00866,Bedload concentration measured during glacier melt flows is up to 6 orders of magnitude larger than during snowmelt.,Glacier melt runoff controls bedload transport in Alpine catchments,2019.0,Earth and Planetary Science Letters,62,"Geology, Environmental Science",1,,,False
s0075_00644,"Data from ablation stake stations on Chamberlin glacier were used to quantify glacial melt, and measurements from two hydrological stations were used to reconstruct continuous discharge for the two primary inflows to Lake Peters, Carnivore and Chamberlin Creeks.","An Arctic watershed observatory at Lake Peters,
Alaska: weather-glacier-river-lake system data for
2015–2018",2019.0,,7,Environmental Science,1,,,False
s0271_02454,These interacting disturbances will accelerate climate-driven changes in boreal forest structure and composition.,Short-interval wildfire and drought overwhelm boreal forest resilience,2019.0,Scientific Reports,190,"Medicine, Environmental Science, Environmental Science",1,,,False
s0060_00529,A coastal probabilistic flooding map was produced based on the developed probabilistic cartography methodology using geographic information system (GIS) technology.,Coastal Flood Assessment due to Sea Level Rise and Extreme Storm Events: A Case Study of the Atlantic Coast of Portugal’s Mainland,2019.0,Géosciences,34,"Environmental Science, Environmental Science, Geography",1,,,False
s0235_02122,"Cliona orientalis demonstrated little capacity to recover from thermal stress, remaining bleached with reduced Symbiodinium density and energy reserves after one month at reduced temperature.",The bioeroding sponge Cliona orientalis will not tolerate future projected ocean warming,2018.0,Scientific Reports,24,"Environmental Science, Medicine, Environmental Science",1,,,False
s0039_00352,Additional factors become increasingly important when increased water-level thresholds are met during the combination of a storm tide and increased mean sea level.,Physical and Economic Impacts of Sea-Level Rise and Low Probability Flooding Events on Coastal Communities,2015.0,PLoS ONE,54,"Environmental Science, Medicine, Economics, Environmental Science, Geography",1,,,False
s0234_02116,"The growth, bioerosion capacity and likelihood of survival of C. orientalis and similar photosymbiotic excavating sponges could be substantially reduced rather than increased on end-of-the-century reefs under business-as-usual emission profiles.",Sponge bioerosion on changing reefs: ocean warming poses physiological constraints to the success of a photosymbiotic excavating sponge,2017.0,Scientific Reports,45,"Biology, Medicine, Environmental Science, Biology",1,,,False
s0390_03592,"However, rates in both protected (0.24 m yr1) and unprotected (0.05 m yr1) areas are only 0.52.3% of the rates needed to stay in equilibrium with projected climate by 2100.",Four Decades of Andean Timberline Migration and Implications for Biodiversity Loss with Climate Change,2013.0,PLoS ONE,73,"Medicine, Geography, Environmental Science",1,,,False
s0233_02104,"The mean minimum temperature was also above average nationally, and amongst top 10 for Queensland, Victoria and Tasmania.",Seasonal climate summary for the southern hemisphere (autumn 2017): the Great Barrier Reef experiences coral bleaching during El Niño–Southern Oscillation neutral conditions,2019.0,Journal of Southern Hemisphere Earth Systems Science,4,Environmental Science,1,,,False
s0286_02566,"In contrast, less extreme climate forcing scenarios (RCPs 2.6 and 4.5) had relatively minor effects on forest composition and biomass with boreal conifers continuing to dominate the landscape.",Projected climate change effects on Alberta's boreal forests imply future challenges for oil sands reclamation,2019.0,Restoration Ecology,10,"Environmental Science, Environmental Science",1,,,False
s0023_00207,"If the Paris Agreement goals are met, flooding is not anticipated this century.",Land raising as a solution to sea‐level rise: An analysis of coastal flooding on an artificial island in the Maldives,2019.0,Journal of Flood Risk Management,46,"Environmental Science, Environmental Science, Geography",1,,,False
s0289_02585,"Yet, little is known regarding how it will affect fire weather and translate into wildfire behaviour.",Extreme Wildfire occurrence in response to Global Change type Droughts in the Northern Mediterranean,2017.0,,8,"Environmental Science, Environmental Science",1,,,False
s0220_01986,"Conclusions/Significance Coral genera that are highly susceptible to coral bleaching, and especially Acropora and Montipora, exhibit temporal declines in their susceptibility to thermal anomalies at Moorea, French Polynesia.","Changes in Bleaching Susceptibility among Corals Subject to Ocean Warming and Recurrent Bleaching in Moorea, French Polynesia",2013.0,PLoS ONE,180,"Biology, Medicine, Environmental Science",1,,,False
s0583_05291,"The two FACE experiments are insufficient to fully constrain terrestrial responses to eCO2, given the complexity of factors leading to the observed diverging trends, and the consequential inability of the models to explain these trends.",Evaluation of 11 terrestrial carbon–nitrogen cycle models against observations from two temperate Free-Air CO2 Enrichment studies,2014.0,New Phytologist,439,"Environmental Science, Medicine, Environmental Science",1,,,False
s0220_01979,"Here we document variation in bleaching susceptibility among key genera of reef-building corals in Moorea, French Polynesia, and compare bleaching incidence during mass-bleaching events documented in 1991, 1994, 2002 and 2007.","Changes in Bleaching Susceptibility among Corals Subject to Ocean Warming and Recurrent Bleaching in Moorea, French Polynesia",2013.0,PLoS ONE,180,"Biology, Medicine, Environmental Science",1,,,False
s0156_01365,In Africa deforestation was often followed by small-scale cropping (61%) with a smaller role for pasture (15%).,Tropical deforestation drivers and associated carbon emission factors derived from remote sensing data,2019.0,Environmental Research Letters,73,"Physics, Environmental Science, Environmental Science",1,,,False
s0558_05083,"We found that most ecosystem C pools and fluxes fully recovered to a stable state that was not significantly different from the pre-disturbance state, except for leaf area index and net primary productivity, which were 10% and 35% higher than the pre-disturbance value, respectively, in forest ecosystem.",Recovery time and state change of terrestrial carbon cycle after disturbance,2017.0,,66,"Environmental Science, Physics, Environmental Science",1,,,False
s0018_00159,"Combined with eustatic sea level rise (SLR), this contributes to an increased rate of relative SLR.",Projecting the effects of land subsidence and sea level rise on storm surge flooding in Coastal North Carolina,2021.0,Scientific Reports,32,"Geology, Medicine, Environmental Science, Geography",1,,,False
s0088_00758,"Valerie Glaciers variability has also been understudied, with only one study reporting its seasonal behaviour.","Seasonal Variability of Ice Motion for Hubbard and Valerie Glaciers, Alaska",2024.0,Arctic,0,"Environmental Science, Geology",1,,,False
